match_day,date,venue,player,team,opponent,opponent_position,result,goals,assists,minutes_played
31,4/21/21,H,José Luis Morales,Levante UD,Sevilla FC,4,0:1,,,30'
32,4/24/21,A,José Luis Morales,Levante UD,Elche CF,17,1:0,,,56'
34,4/30/21,A,José Luis Morales,Levante UD,Celta de Vigo,8,2:0,,,11'
35,5/8/21,A,José Luis Morales,Levante UD,Alavés,16,2:2,2,,56'
36,5/11/21,H,José Luis Morales,Levante UD,Barcelona,3,3:3,1,,90'
37,5/16/21,A,José Luis Morales,Levante UD,Getafe,15,2:1,,,70'
38,5/21/21,H,José Luis Morales,Levante UD,Cádiz CF,12,2:2,,,23'
1,9/13/20,A,Rafa Mir,SD Huesca,Villarreal,7,1:1,,,89'
2,9/20/20,H,Rafa Mir,SD Huesca,Cádiz CF,12,0:2,,,53'
3,9/26/20,A,Rafa Mir,SD Huesca,Valencia,13,1:1,,,90'
4,9/30/20,H,Rafa Mir,SD Huesca,Atlético Madrid,1,0:0,,,20'
5,10/3/20,A,Rafa Mir,SD Huesca,Elche CF,17,0:0,,,90'
6,10/18/20,H,Rafa Mir,SD Huesca,Real Valladolid,19,2:2,1,,90'
7,10/25/20,A,Rafa Mir,SD Huesca,Real Sociedad,5,4:1,1,,90'
8,10/31/20,A,Rafa Mir,SD Huesca,Real Madrid,2,4:1,,1,90'
9,11/7/20,H,Rafa Mir,SD Huesca,SD Eibar,20,1:1,1,,90'
10,11/20/20,A,Rafa Mir,SD Huesca,CA Osasuna,11,1:1,,,56'
11,11/28/20,H,Rafa Mir,SD Huesca,Sevilla FC,4,0:1,,,90'
12,12/6/20,A,Rafa Mir,SD Huesca,Granada CF,9,3:3,,,64'
13,12/12/20,H,Rafa Mir,SD Huesca,Alavés,16,1:0,,,4'
14,12/18/20,A,Rafa Mir,SD Huesca,Athletic,10,2:0,,,29'
15,12/22/20,H,Rafa Mir,SD Huesca,Levante,14,1:1,,,10'
16,12/30/20,A,Rafa Mir,SD Huesca,Celta de Vigo,8,2:1,,,34'
17,1/3/21,H,Rafa Mir,SD Huesca,Barcelona,3,0:1,,,90'
18,1/11/21,H,Rafa Mir,SD Huesca,Real Betis,6,0:2,,,90'
19,1/20/21,A,Rafa Mir,SD Huesca,Getafe,15,1:0,,,90'
20,1/23/21,H,Rafa Mir,SD Huesca,Villarreal,7,0:0,,,34'
21,1/29/21,A,Rafa Mir,SD Huesca,Real Valladolid,19,1:3,3,,86'
22,2/6/21,H,Rafa Mir,SD Huesca,Real Madrid,2,1:2,,,90'
23,2/13/21,A,Rafa Mir,SD Huesca,Sevilla FC,4,1:0,,,90'
24,2/21/21,H,Rafa Mir,SD Huesca,Granada CF,9,3:2,,,90'
25,2/27/21,A,Rafa Mir,SD Huesca,SD Eibar,20,1:1,,,87'
26,3/7/21,H,Rafa Mir,SD Huesca,Celta de Vigo,8,3:4,1,,90'
27,3/15/21,A,Rafa Mir,SD Huesca,Barcelona,3,4:1,1,,90'
28,3/20/21,H,Rafa Mir,SD Huesca,CA Osasuna,11,0:0,,,90'
29,4/2/21,A,Rafa Mir,SD Huesca,Levante,14,0:2,2,,90'
30,4/9/21,H,Rafa Mir,SD Huesca,Elche CF,17,3:1,2,,90'
33,4/18/21,A,Rafa Mir,SD Huesca,Alavés,16,1:0,,,90'
31,4/22/21,A,Rafa Mir,SD Huesca,Atlético Madrid,1,2:0,,,63'
32,4/25/21,H,Rafa Mir,SD Huesca,Getafe,15,0:2,,,90'
34,5/1/21,H,Rafa Mir,SD Huesca,Real Sociedad,5,1:0,,,90'
35,5/8/21,A,Rafa Mir,SD Huesca,Cádiz CF,12,2:1,1,,90'
36,5/12/21,H,Rafa Mir,SD Huesca,Athletic,10,1:0,,,90'
37,5/16/21,A,Rafa Mir,SD Huesca,Real Betis,6,1:0,,,90'
38,5/22/21,H,Rafa Mir,SD Huesca,Valencia,13,0:0,,,90'
3,9/27/20,H,Marcos Llorente,Atlético de Madrid,Granada CF,9,6:1,1,1,19'
4,9/30/20,A,Marcos Llorente,Atlético de Madrid,SD Huesca,18,0:0,,,61'
5,10/3/20,H,Marcos Llorente,Atlético de Madrid,Villarreal,7,0:0,,,20'
6,10/17/20,A,Marcos Llorente,Atlético de Madrid,Celta de Vigo,8,0:2,,,26'
7,10/24/20,H,Marcos Llorente,Atlético de Madrid,Real Betis,6,2:0,1,,90'
8,10/31/20,A,Marcos Llorente,Atlético de Madrid,CA Osasuna,11,1:3,,,90'
9,11/7/20,H,Marcos Llorente,Atlético de Madrid,Cádiz CF,12,4:0,1,1,55'
10,11/21/20,H,Marcos Llorente,Atlético de Madrid,Barcelona,3,1:0,,,73'
11,11/28/20,A,Marcos Llorente,Atlético de Madrid,Valencia,13,0:1,,,90'
12,12/5/20,H,Marcos Llorente,Atlético de Madrid,Real Valladolid,19,2:0,1,,45'
13,12/12/20,A,Marcos Llorente,Atlético de Madrid,Real Madrid,2,2:0,,,90'
14,12/19/20,H,Marcos Llorente,Atlético de Madrid,Elche CF,17,3:1,,,90'
15,12/22/20,A,Marcos Llorente,Atlético de Madrid,Real Sociedad,5,0:2,1,,90'
16,12/30/20,H,Marcos Llorente,Atlético de Madrid,Getafe,15,1:0,,,90'
17,1/3/21,A,Marcos Llorente,Atlético de Madrid,Alavés,16,1:2,1,,90'
1,1/12/21,H,Marcos Llorente,Atlético de Madrid,Sevilla FC,4,2:0,,1,90'
19,1/21/21,A,Marcos Llorente,Atlético de Madrid,SD Eibar,20,1:2,,1,90'
20,1/24/21,H,Marcos Llorente,Atlético de Madrid,Valencia,13,3:1,,1,75'
21,1/31/21,A,Marcos Llorente,Atlético de Madrid,Cádiz CF,12,2:4,,,90'
22,2/8/21,H,Marcos Llorente,Atlético de Madrid,Celta de Vigo,8,2:2,,1,90'
23,2/13/21,A,Marcos Llorente,Atlético de Madrid,Granada CF,9,1:2,1,1,90'
2,2/17/21,A,Marcos Llorente,Atlético de Madrid,Levante,14,1:1,1,,90'
24,2/20/21,H,Marcos Llorente,Atlético de Madrid,Levante,14,0:2,,,90'
25,2/28/21,A,Marcos Llorente,Atlético de Madrid,Villarreal,7,0:2,,,90'
26,3/7/21,H,Marcos Llorente,Atlético de Madrid,Real Madrid,2,1:1,,1,90'
18,3/10/21,H,Marcos Llorente,Atlético de Madrid,Athletic,10,2:1,1,,88'
27,3/13/21,A,Marcos Llorente,Atlético de Madrid,Getafe,15,0:0,,,90'
28,3/21/21,H,Marcos Llorente,Atlético de Madrid,Alavés,16,1:0,,,90'
29,4/4/21,A,Marcos Llorente,Atlético de Madrid,Sevilla FC,4,1:0,,,90'
33,4/18/21,H,Marcos Llorente,Atlético de Madrid,SD Eibar,20,5:0,2,,90'
31,4/22/21,H,Marcos Llorente,Atlético de Madrid,SD Huesca,18,2:0,,2,90'
32,4/25/21,A,Marcos Llorente,Atlético de Madrid,Athletic,10,2:1,,,90'
34,5/1/21,A,Marcos Llorente,Atlético de Madrid,Elche CF,17,0:1,1,,90'
35,5/8/21,A,Marcos Llorente,Atlético de Madrid,Barcelona,3,0:0,,,90'
36,5/12/21,H,Marcos Llorente,Atlético de Madrid,Real Sociedad,5,2:1,,1,90'
37,5/16/21,H,Marcos Llorente,Atlético de Madrid,CA Osasuna,11,2:1,,,80'
38,5/22/21,A,Marcos Llorente,Atlético de Madrid,Real Valladolid,19,1:2,,,79'
1,9/12/20,A,Santi Mina,Celta de Vigo,SD Eibar,20,0:0,,,5'
3,9/27/20,A,Santi Mina,Celta de Vigo,Real Valladolid,19,1:1,,,18'
4,10/1/20,H,Santi Mina,Celta de Vigo,Barcelona,3,0:3,,,30'
5,10/4/20,A,Santi Mina,Celta de Vigo,CA Osasuna,11,2:0,,,17'
6,10/17/20,H,Santi Mina,Celta de Vigo,Atlético Madrid,1,0:2,,,62'
7,10/26/20,A,Santi Mina,Celta de Vigo,Levante,14,1:1,,,87'
8,11/1/20,H,Santi Mina,Celta de Vigo,Real Sociedad,5,1:4,,,33'
9,11/6/20,A,Santi Mina,Celta de Vigo,Elche CF,17,1:1,1,,77'
10,11/21/20,A,Santi Mina,Celta de Vigo,Sevilla FC,4,4:2,,,90'
11,11/29/20,H,Santi Mina,Celta de Vigo,Granada CF,9,3:1,,1,83'
12,12/4/20,A,Santi Mina,Celta de Vigo,Athletic,10,0:2,,1,90'
13,12/14/20,H,Santi Mina,Celta de Vigo,Cádiz CF,12,4:0,,,34'
16,12/30/20,H,Santi Mina,Celta de Vigo,SD Huesca,18,2:1,,,90'
17,1/2/21,A,Santi Mina,Celta de Vigo,Real Madrid,2,2:0,,,90'
18,1/8/21,H,Santi Mina,Celta de Vigo,Villarreal,7,0:4,,,90'
19,1/20/21,A,Santi Mina,Celta de Vigo,Real Betis,6,2:1,1,,90'
20,1/24/21,H,Santi Mina,Celta de Vigo,SD Eibar,20,1:1,,,90'
21,1/31/21,A,Santi Mina,Celta de Vigo,Granada CF,9,0:0,,,90'
22,2/8/21,A,Santi Mina,Celta de Vigo,Atlético Madrid,1,2:2,1,,76'
23,2/12/21,H,Santi Mina,Celta de Vigo,Elche CF,17,3:1,2,,76'
24,2/20/21,A,Santi Mina,Celta de Vigo,Valencia,13,2:0,,,90'
25,2/28/21,H,Santi Mina,Celta de Vigo,Real Valladolid,19,1:1,,,90'
26,3/7/21,A,Santi Mina,Celta de Vigo,SD Huesca,18,3:4,1,,79'
27,3/14/21,H,Santi Mina,Celta de Vigo,Athletic,10,0:0,,,68'
28,3/20/21,H,Santi Mina,Celta de Vigo,Real Madrid,2,1:3,1,,90'
29,4/4/21,A,Santi Mina,Celta de Vigo,Alavés,16,1:3,1,,57'
30,4/12/21,H,Santi Mina,Celta de Vigo,Sevilla FC,4,3:4,,,27'
31,4/22/21,A,Santi Mina,Celta de Vigo,Real Sociedad,5,2:1,,,90'
32,4/25/21,H,Santi Mina,Celta de Vigo,CA Osasuna,11,2:1,,1,82'
34,4/30/21,H,Santi Mina,Celta de Vigo,Levante,14,2:0,,,90'
35,5/9/21,A,Santi Mina,Celta de Vigo,Villarreal,7,2:4,2,,78'
36,5/12/21,H,Santi Mina,Celta de Vigo,Getafe,15,1:0,,1,82'
37,5/16/21,A,Santi Mina,Celta de Vigo,Barcelona,3,1:2,2,,90'
38,5/22/21,H,Santi Mina,Celta de Vigo,Real Betis,6,2:3,,,90'
3,9/27/20,A,Roger Martí,Levante UD,CA Osasuna,11,1:3,1,1,26'
4,10/1/20,A,Roger Martí,Levante UD,Sevilla FC,4,1:0,,,13'
5,10/4/20,H,Roger Martí,Levante UD,Real Madrid,2,0:2,,,55'
6,10/18/20,A,Roger Martí,Levante UD,Athletic,10,2:0,,,27'
7,10/26/20,H,Roger Martí,Levante UD,Celta de Vigo,8,1:1,1,,90'
8,11/1/20,A,Roger Martí,Levante UD,Granada CF,9,1:1,,,90'
10,11/21/20,H,Roger Martí,Levante UD,Elche CF,17,1:1,,,15'
11,11/27/20,A,Roger Martí,Levante UD,Real Valladolid,19,1:1,,,80'
12,12/5/20,H,Roger Martí,Levante UD,Getafe,15,3:0,1,1,76'
13,12/13/20,A,Roger Martí,Levante UD,Barcelona,3,1:0,,,68'
14,12/19/20,H,Roger Martí,Levante UD,Real Sociedad,5,2:1,1,,77'
15,12/22/20,A,Roger Martí,Levante UD,SD Huesca,18,1:1,,,77'
16,12/29/20,H,Roger Martí,Levante UD,Real Betis,6,4:3,1,,62'
17,1/2/21,A,Roger Martí,Levante UD,Villarreal,7,2:1,,,90'
18,1/10/21,H,Roger Martí,Levante UD,SD Eibar,20,2:1,,,86'
19,1/19/21,A,Roger Martí,Levante UD,Cádiz CF,12,2:2,2,,71'
20,1/22/21,H,Roger Martí,Levante UD,Real Valladolid,19,2:2,1,,90'
21,1/30/21,A,Roger Martí,Levante UD,Real Madrid,2,1:2,1,,83'
22,2/6/21,H,Roger Martí,Levante UD,Granada CF,9,2:2,,,82'
2,2/17/21,H,Roger Martí,Levante UD,Atlético Madrid,1,1:1,,,82'
25,2/26/21,H,Roger Martí,Levante UD,Athletic,10,1:1,1,,84'
26,3/7/21,A,Roger Martí,Levante UD,Real Sociedad,5,1:0,,,20'
27,3/12/21,H,Roger Martí,Levante UD,Valencia,13,1:0,1,,72'
28,3/19/21,A,Roger Martí,Levante UD,Real Betis,6,2:0,,,90'
29,4/2/21,H,Roger Martí,Levante UD,SD Huesca,18,0:2,,,79'
30,4/10/21,A,Roger Martí,Levante UD,SD Eibar,20,0:1,,,68'
33,4/18/21,H,Roger Martí,Levante UD,Villarreal,7,1:5,,,90'
31,4/21/21,H,Roger Martí,Levante UD,Sevilla FC,4,0:1,,,5'
32,4/24/21,A,Roger Martí,Levante UD,Elche CF,17,1:0,,,79'
34,4/30/21,A,Roger Martí,Levante UD,Celta de Vigo,8,2:0,,,90'
36,5/11/21,H,Roger Martí,Levante UD,Barcelona,3,3:3,,1,75'
37,5/16/21,A,Roger Martí,Levante UD,Getafe,15,2:1,,,26'
38,5/21/21,H,Roger Martí,Levante UD,Cádiz CF,12,2:2,1,1,90'
1,9/12/20,H,Kike García,SD Eibar,Celta de Vigo,8,0:0,,,90'
2,9/19/20,A,Kike García,SD Eibar,Villarreal,7,2:1,1,,84'
3,9/27/20,H,Kike García,SD Eibar,Athletic,10,1:2,1,,90'
4,9/30/20,H,Kike García,SD Eibar,Elche CF,17,0:1,,,73'
5,10/3/20,A,Kike García,SD Eibar,Real Valladolid,19,1:2,,,28'
6,10/18/20,H,Kike García,SD Eibar,CA Osasuna,11,0:0,,,90'
7,10/24/20,A,Kike García,SD Eibar,Sevilla FC,4,0:1,1,,73'
8,10/30/20,H,Kike García,SD Eibar,Cádiz CF,12,0:2,,,82'
9,11/7/20,A,Kike García,SD Eibar,SD Huesca,18,1:1,,,74'
10,11/22/20,H,Kike García,SD Eibar,Getafe,15,0:0,,,88'
12,12/7/20,H,Kike García,SD Eibar,Valencia,13,0:0,,,90'
13,12/13/20,A,Kike García,SD Eibar,Real Sociedad,5,1:1,,,90'
14,12/20/20,H,Kike García,SD Eibar,Real Madrid,2,1:3,1,,83'
15,12/23/20,A,Kike García,SD Eibar,Alavés,16,2:1,,,90'
16,12/29/20,A,Kike García,SD Eibar,Barcelona,3,1:1,1,,73'
17,1/3/21,H,Kike García,SD Eibar,Granada CF,9,2:0,,1,90'
18,1/10/21,A,Kike García,SD Eibar,Levante,14,2:1,,1,90'
19,1/21/21,H,Kike García,SD Eibar,Atlético Madrid,1,1:2,,,90'
20,1/24/21,A,Kike García,SD Eibar,Celta de Vigo,8,1:1,,,75'
21,1/30/21,H,Kike García,SD Eibar,Sevilla FC,4,0:2,,,90'
22,2/7/21,A,Kike García,SD Eibar,CA Osasuna,11,2:1,1,,86'
23,2/13/21,H,Kike García,SD Eibar,Real Valladolid,19,1:1,1,,79'
24,2/20/21,A,Kike García,SD Eibar,Elche CF,17,1:0,,,90'
25,2/27/21,H,Kike García,SD Eibar,SD Huesca,18,1:1,,,90'
26,3/6/21,A,Kike García,SD Eibar,Cádiz CF,12,1:0,,,79'
27,3/14/21,H,Kike García,SD Eibar,Villarreal,7,1:3,,,90'
28,3/20/21,A,Kike García,SD Eibar,Athletic,10,1:1,1,,90'
29,4/3/21,A,Kike García,SD Eibar,Real Madrid,2,2:0,,,90'
30,4/10/21,H,Kike García,SD Eibar,Levante,14,0:1,,,90'
33,4/18/21,A,Kike García,SD Eibar,Atlético Madrid,1,5:0,,,72'
31,4/22/21,A,Kike García,SD Eibar,Granada CF,9,4:1,1,,83'
32,4/26/21,H,Kike García,SD Eibar,Real Sociedad,5,0:1,,,90'
34,5/1/21,H,Kike García,SD Eibar,Alavés,16,3:0,3,,82'
35,5/9/21,A,Kike García,SD Eibar,Getafe,15,0:1,,,90'
36,5/13/21,H,Kike García,SD Eibar,Real Betis,6,1:1,,,90'
37,5/16/21,A,Kike García,SD Eibar,Valencia,13,4:1,,,90'
38,5/22/21,H,Kike García,SD Eibar,Barcelona,3,0:1,,,90'
1,9/13/20,A,Mikel Oyarzabal,Real Sociedad,Real Valladolid,19,1:1,,,13'
2,9/20/20,H,Mikel Oyarzabal,Real Sociedad,Real Madrid,2,0:0,,,74'
3,9/26/20,A,Mikel Oyarzabal,Real Sociedad,Elche CF,17,0:3,,,67'
4,9/29/20,H,Mikel Oyarzabal,Real Sociedad,Valencia,13,0:1,,,45'
5,10/3/20,H,Mikel Oyarzabal,Real Sociedad,Getafe,15,3:0,1,1,83'
6,10/18/20,A,Mikel Oyarzabal,Real Sociedad,Real Betis,6,0:3,1,1,84'
7,10/25/20,H,Mikel Oyarzabal,Real Sociedad,SD Huesca,18,4:1,2,,76'
8,11/1/20,A,Mikel Oyarzabal,Real Sociedad,Celta de Vigo,8,1:4,1,,45'
9,11/8/20,H,Mikel Oyarzabal,Real Sociedad,Granada CF,9,2:0,1,,61'
10,11/22/20,A,Mikel Oyarzabal,Real Sociedad,Cádiz CF,12,0:1,,,84'
11,11/29/20,H,Mikel Oyarzabal,Real Sociedad,Villarreal,7,1:1,1,,81'
16,12/31/20,A,Mikel Oyarzabal,Real Sociedad,Athletic,10,0:1,,1,68'
17,1/3/21,H,Mikel Oyarzabal,Real Sociedad,CA Osasuna,11,1:1,,,66'
18,1/9/21,A,Mikel Oyarzabal,Real Sociedad,Sevilla FC,4,3:2,,1,78'
20,1/23/21,H,Mikel Oyarzabal,Real Sociedad,Real Betis,6,2:2,1,,78'
21,1/30/21,A,Mikel Oyarzabal,Real Sociedad,Villarreal,7,1:1,,,90'
22,2/7/21,H,Mikel Oyarzabal,Real Sociedad,Cádiz CF,12,4:1,2,,83'
23,2/14/21,A,Mikel Oyarzabal,Real Sociedad,Getafe,15,0:1,,,79'
24,2/21/21,H,Mikel Oyarzabal,Real Sociedad,Alavés,16,4:0,,1,80'
25,3/1/21,A,Mikel Oyarzabal,Real Sociedad,Real Madrid,2,1:1,,,90'
26,3/7/21,H,Mikel Oyarzabal,Real Sociedad,Levante,14,1:0,,1,73'
27,3/14/21,A,Mikel Oyarzabal,Real Sociedad,Granada CF,9,1:0,,,90'
28,3/21/21,H,Mikel Oyarzabal,Real Sociedad,Barcelona,3,1:6,,,90'
29,4/7/21,H,Mikel Oyarzabal,Real Sociedad,Athletic,10,1:1,,,62'
30,4/11/21,A,Mikel Oyarzabal,Real Sociedad,Valencia,13,2:2,,1,89'
33,4/18/21,H,Mikel Oyarzabal,Real Sociedad,Sevilla FC,4,1:2,,,74'
31,4/22/21,H,Mikel Oyarzabal,Real Sociedad,Celta de Vigo,8,2:1,,,45'
32,4/26/21,A,Mikel Oyarzabal,Real Sociedad,SD Eibar,20,0:1,,,85'
34,5/1/21,A,Mikel Oyarzabal,Real Sociedad,SD Huesca,18,1:0,,,65'
35,5/7/21,H,Mikel Oyarzabal,Real Sociedad,Elche CF,17,2:0,1,,90'
36,5/12/21,A,Mikel Oyarzabal,Real Sociedad,Atlético Madrid,1,2:1,,,69'
37,5/16/21,H,Mikel Oyarzabal,Real Sociedad,Real Valladolid,19,4:1,,1,90'
38,5/22/21,A,Mikel Oyarzabal,Real Sociedad,CA Osasuna,11,0:1,,,82'
5,10/3/20,H,Carlos Soler,Valencia CF,Real Betis,6,0:2,,,10'
6,10/18/20,A,Carlos Soler,Valencia CF,Villarreal,7,2:1,,1,90'
7,10/23/20,A,Carlos Soler,Valencia CF,Elche CF,17,2:1,,,90'
8,11/1/20,H,Carlos Soler,Valencia CF,Getafe,15,2:2,1,,90'
9,11/8/20,H,Carlos Soler,Valencia CF,Real Madrid,2,4:1,3,,90'
10,11/22/20,A,Carlos Soler,Valencia CF,Alavés,16,2:2,,1,90'
11,11/28/20,H,Carlos Soler,Valencia CF,Atlético Madrid,1,0:1,,,90'
12,12/7/20,A,Carlos Soler,Valencia CF,SD Eibar,20,0:0,,,90'
13,12/12/20,H,Carlos Soler,Valencia CF,Athletic,10,2:2,1,1,90'
14,12/19/20,A,Carlos Soler,Valencia CF,Barcelona,3,2:2,,1,90'
15,12/22/20,H,Carlos Soler,Valencia CF,Sevilla FC,4,0:1,,,90'
16,12/30/20,A,Carlos Soler,Valencia CF,Granada CF,9,2:1,,,90'
17,1/4/21,H,Carlos Soler,Valencia CF,Cádiz CF,12,1:1,,,90'
18,1/10/21,A,Carlos Soler,Valencia CF,Real Valladolid,19,0:1,1,,90'
19,1/21/21,H,Carlos Soler,Valencia CF,CA Osasuna,11,1:1,,,90'
20,1/24/21,A,Carlos Soler,Valencia CF,Atlético Madrid,1,3:1,,,90'
21,1/30/21,H,Carlos Soler,Valencia CF,Elche CF,17,1:0,,,90'
22,2/7/21,A,Carlos Soler,Valencia CF,Athletic,10,1:1,,1,90'
23,2/14/21,A,Carlos Soler,Valencia CF,Real Madrid,2,2:0,,,64'
24,2/20/21,H,Carlos Soler,Valencia CF,Celta de Vigo,8,2:0,,,90'
25,2/27/21,A,Carlos Soler,Valencia CF,Getafe,15,3:0,,,81'
26,3/5/21,H,Carlos Soler,Valencia CF,Villarreal,7,2:1,1,,90'
28,3/21/21,H,Carlos Soler,Valencia CF,Granada CF,9,2:1,,,90'
29,4/4/21,A,Carlos Soler,Valencia CF,Cádiz CF,12,2:1,,,90'
30,4/11/21,H,Carlos Soler,Valencia CF,Real Sociedad,5,2:2,,,90'
33,4/18/21,A,Carlos Soler,Valencia CF,Real Betis,6,2:2,1,,68'
32,4/24/21,H,Carlos Soler,Valencia CF,Alavés,16,1:1,,,90'
34,5/2/21,H,Carlos Soler,Valencia CF,Barcelona,3,2:3,1,1,90'
35,5/9/21,H,Carlos Soler,Valencia CF,Real Valladolid,19,3:0,,1,86'
36,5/12/21,A,Carlos Soler,Valencia CF,Sevilla FC,4,1:0,,,90'
37,5/16/21,H,Carlos Soler,Valencia CF,SD Eibar,20,4:1,2,1,90'
38,5/22/21,A,Carlos Soler,Valencia CF,SD Huesca,18,0:0,,,90'
1,9/13/20,H,Joselu,Deportivo Alavés,Real Betis,6,0:1,,,90'
2,9/20/20,A,Joselu,Deportivo Alavés,Granada CF,9,2:1,1,,90'
3,9/26/20,H,Joselu,Deportivo Alavés,Getafe,15,0:0,,,90'
5,10/4/20,H,Joselu,Deportivo Alavés,Athletic,10,1:0,,,90'
6,10/18/20,H,Joselu,Deportivo Alavés,Elche CF,17,0:2,,,90'
7,10/25/20,A,Joselu,Deportivo Alavés,Real Valladolid,19,0:2,,,71'
8,10/31/20,H,Joselu,Deportivo Alavés,Barcelona,3,1:1,,,33'
9,11/8/20,A,Joselu,Deportivo Alavés,Levante,14,1:1,,,83'
10,11/22/20,H,Joselu,Deportivo Alavés,Valencia,13,2:2,,,71'
11,11/28/20,A,Joselu,Deportivo Alavés,Real Madrid,2,1:2,1,,90'
12,12/6/20,H,Joselu,Deportivo Alavés,Real Sociedad,5,0:0,,,90'
13,12/12/20,A,Joselu,Deportivo Alavés,SD Huesca,18,1:0,,,90'
14,12/20/20,A,Joselu,Deportivo Alavés,Celta de Vigo,8,2:0,,,90'
15,12/23/20,H,Joselu,Deportivo Alavés,SD Eibar,20,2:1,,1,90'
16,12/31/20,A,Joselu,Deportivo Alavés,CA Osasuna,11,1:1,,,90'
17,1/3/21,H,Joselu,Deportivo Alavés,Atlético Madrid,1,1:2,,,15'
18,1/10/21,A,Joselu,Deportivo Alavés,Cádiz CF,12,3:1,1,,90'
19,1/19/21,H,Joselu,Deportivo Alavés,Sevilla FC,4,1:2,,,90'
20,1/23/21,H,Joselu,Deportivo Alavés,Real Madrid,2,1:4,1,,78'
21,1/31/21,A,Joselu,Deportivo Alavés,Getafe,15,0:0,,,90'
22,2/5/21,H,Joselu,Deportivo Alavés,Real Valladolid,19,1:0,1,,90'
23,2/13/21,A,Joselu,Deportivo Alavés,Barcelona,3,5:1,,,81'
24,2/21/21,A,Joselu,Deportivo Alavés,Real Sociedad,5,4:0,,,80'
25,2/27/21,H,Joselu,Deportivo Alavés,CA Osasuna,11,0:1,,,90'
26,3/8/21,A,Joselu,Deportivo Alavés,Real Betis,6,3:2,1,,90'
27,3/13/21,H,Joselu,Deportivo Alavés,Cádiz CF,12,1:1,1,,90'
28,3/21/21,A,Joselu,Deportivo Alavés,Atlético Madrid,1,1:0,,,90'
29,4/4/21,H,Joselu,Deportivo Alavés,Celta de Vigo,8,1:3,,,90'
30,4/10/21,A,Joselu,Deportivo Alavés,Athletic,10,0:0,,,90'
33,4/18/21,H,Joselu,Deportivo Alavés,SD Huesca,18,1:0,,,84'
31,4/21/21,H,Joselu,Deportivo Alavés,Villarreal,7,2:1,1,1,90'
32,4/24/21,A,Joselu,Deportivo Alavés,Valencia,13,1:1,,,88'
34,5/1/21,A,Joselu,Deportivo Alavés,SD Eibar,20,3:0,,,80'
35,5/8/21,H,Joselu,Deportivo Alavés,Levante,14,2:2,1,,90'
36,5/11/21,A,Joselu,Deportivo Alavés,Elche CF,17,0:2,1,1,90'
37,5/16/21,H,Joselu,Deportivo Alavés,Granada CF,9,4:2,1,,90'
38,5/23/21,A,Joselu,Deportivo Alavés,Sevilla FC,4,1:0,,,23'
8,10/31/20,H,Ante Budimir,CA Osasuna,Atlético Madrid,1,1:3,1,,22'
9,11/7/20,A,Ante Budimir,CA Osasuna,Sevilla FC,4,1:0,,,90'
10,11/20/20,H,Ante Budimir,CA Osasuna,SD Huesca,18,1:1,,,78'
11,11/29/20,A,Ante Budimir,CA Osasuna,Barcelona,3,4:0,,,74'
12,12/6/20,H,Ante Budimir,CA Osasuna,Real Betis,6,0:2,,,90'
13,12/11/20,A,Ante Budimir,CA Osasuna,Real Valladolid,19,3:2,1,,90'
14,12/19/20,H,Ante Budimir,CA Osasuna,Villarreal,7,1:3,,,90'
15,12/22/20,A,Ante Budimir,CA Osasuna,Elche CF,17,2:2,,,2'
16,12/31/20,H,Ante Budimir,CA Osasuna,Alavés,16,1:1,,,13'
17,1/3/21,A,Ante Budimir,CA Osasuna,Real Sociedad,5,1:1,,,13'
18,1/9/21,H,Ante Budimir,CA Osasuna,Real Madrid,2,0:0,,,12'
4,1/12/21,A,Ante Budimir,CA Osasuna,Granada CF,9,2:0,,,27'
20,1/24/21,H,Ante Budimir,CA Osasuna,Granada CF,9,3:1,2,,45'
22,2/7/21,H,Ante Budimir,CA Osasuna,SD Eibar,20,2:1,1,,90'
23,2/14/21,A,Ante Budimir,CA Osasuna,Levante,14,0:1,1,,19'
24,2/22/21,H,Ante Budimir,CA Osasuna,Sevilla FC,4,0:2,,,84'
25,2/27/21,A,Ante Budimir,CA Osasuna,Alavés,16,0:1,,,87'
26,3/6/21,H,Ante Budimir,CA Osasuna,Barcelona,3,0:2,,,19'
27,3/13/21,H,Ante Budimir,CA Osasuna,Real Valladolid,19,0:0,,,90'
28,3/20/21,A,Ante Budimir,CA Osasuna,SD Huesca,18,0:0,,,12'
29,4/3/21,H,Ante Budimir,CA Osasuna,Getafe,15,0:0,,,28'
30,4/11/21,A,Ante Budimir,CA Osasuna,Villarreal,7,1:2,1,,76'
33,4/18/21,H,Ante Budimir,CA Osasuna,Elche CF,17,2:0,,,81'
31,4/21/21,H,Ante Budimir,CA Osasuna,Valencia,13,3:1,,,12'
32,4/25/21,A,Ante Budimir,CA Osasuna,Celta de Vigo,8,2:1,,,74'
34,5/1/21,A,Ante Budimir,CA Osasuna,Real Madrid,2,2:0,,,26'
35,5/8/21,A,Ante Budimir,CA Osasuna,Athletic,10,2:2,1,,90'
36,5/11/21,H,Ante Budimir,CA Osasuna,Cádiz CF,12,3:2,2,,90'
37,5/16/21,A,Ante Budimir,CA Osasuna,Atlético Madrid,1,2:1,1,,77'
38,5/22/21,H,Ante Budimir,CA Osasuna,Real Sociedad,5,0:1,,,22'
1,9/13/20,A,Borja Iglesias,Real Betis Balompié,Alavés,16,0:1,,,90'
