league,player,team_venue_goal_number,opponent_current_position,opponent_final_position,final_score,minute,current_score,goal_type
Serie A,Fernando Forestieri,Lazio_A_1,8,6,1:3,71',0:3,Right-footed shot
Serie A,Daniele Rugani,Bologna_H_1,12,12,1:0,19',1:0,Header
Serie A,Amir Rrahmani,Hellas Verona_H_1,10,10,1:1,60',1:0,Right-footed shot
Serie A,Amer Gojak,Parma_A_1,16,20,0:3,90'+5,0:3,Right-footed shot
Serie A,Iago Falque,Crotone_A_1,20,19,4:1,82',4:1,Deflected shot on goal
Serie A,Stephan El Shaarawy,Spezia Calcio_A_1,15,15,2:2,52',2:1,Right-footed shot
Serie A,Matías Vecino,AS Roma_H_1,7,7,3:1,20',2:0,Counter attack goal
Serie A,Rodrigo Becão,AC Milan_A_1,2,2,1:1,68',0:1,Header
Serie A,Adrien Tamèze,Lazio_A_1,7,6,1:2,67',1:2,Right-footed shot
Serie A,Stefan de Vrij,Sampdoria_A_1,11,9,2:1,65',2:1,Header
Serie A,Bartosz Bereszynski,Cagliari Calcio_H_1,18,16,2:2,78',1:1,Right-footed shot
Serie A,Samir,Parma_H_1,17,20,3:2,28',1:1,Header
Serie A,Nicolás Domínguez,Spezia Calcio_A_1,16,15,2:2,72',2:1,Right-footed shot
Serie A,Diego Godín,Atalanta BC_A_1,2,3,5:2,24',1:1,Header
Serie A,Karol Linetty,Sassuolo_A_1,2,8,3:3,33',0:1,Right-footed shot
Serie A,Vedat Muriqi,Atalanta BC_A_1,5,3,1:3,82',1:3,Left-footed shot
Serie A,Alessandro Tuia,Cagliari Calcio_A_1,15,16,1:2,44',1:2,Header
Serie A,Radja Nainggolan,Sampdoria_A_1,10,9,2:2,90'+6,2:2,Right-footed shot
Serie A,Milos Vulic,Benevento_H_1,10,18,4:1,65',4:0,Right-footed shot
Serie A,Alberto Cerri,Parma_H_1,19,20,4:3,90'+4,4:3,Header
Serie A,Marvin Zeegelaar,Juventus_A_1,3,4,4:1,90',3:1,Right-footed shot
Serie A,Domenico Criscito,Spezia Calcio_A_1,17,15,1:2,73',1:2,Penalty
Serie A,Ebrima Colley,AS Roma_A_1,4,7,3:1,62',3:1,Header
Serie A,Lorenzo Tonelli,Genoa_A_1,13,11,1:1,77',1:1,Header
Serie A,Arthur,Bologna_H_1,12,12,2:0,15',1:0,Right-footed shot
Serie A,Marash Kumbulla,AC Milan_A_1,1,2,3:3,84',3:3,Tap-in
Serie A,Lucas Martínez Quarta,Parma_H_1,19,20,3:3,28',1:0,Header
Serie A,Adama Soumaoro,Crotone_A_1,20,19,2:3,62',2:1,Right-footed shot
Serie A,Bram Nuytinck,Parma_A_1,19,20,2:2,80',2:2,Header
Serie A,Koffi Djidji,Spezia Calcio_A_1,16,15,3:2,40',0:1,Right-footed shot
Serie A,Bruno Alves,Sassuolo_H_1,8,8,1:3,32',1:1,Right-footed shot
Serie A,Eduardo Henrique,Spezia Calcio_H_1,15,15,4:1,56',3:1,Right-footed shot
Serie A,Andrea Poli,AC Milan_H_1,1,2,1:2,81',1:2,Right-footed shot
Serie A,Nicolas N'Koulou,Juventus_A_1,5,4,2:1,9',0:1,Right-footed shot
Serie A,Amadou Diawara,Fiorentina_A_1,14,14,1:2,88',1:2,Right-footed shot
Serie A,Simon Sohm,Atalanta BC_H_1,2,3,2:5,88',2:4,Right-footed shot
Serie A,Andrés Tello,Torino_A_1,17,17,1:1,72',1:1,Header
Serie A,Fikayo Tomori,Juventus_A_1,3,4,0:3,82',0:3,Header
Serie A,Fernando Llorente,Sassuolo_H_1,9,8,2:0,42',1:0,Right-footed shot
Serie A,Lennart Czyborra,Crotone_A_1,20,19,0:3,29',0:2,Left-footed shot
Serie A,Stefano Sturaro,Juventus_H_1,4,4,1:3,61',1:1,
Serie A,Mehdi Bourabia,Cagliari Calcio_H_1,16,16,1:1,87',1:1,Direct free kick
Serie A,Pierre Kalulu,Genoa_A_1,19,11,2:2,83',2:2,Right-footed shot
Serie A,Andrea Pinamonti,Sampdoria_H_1,9,9,5:1,61',4:1,Right-footed shot
Serie A,Ibrahima Mbaye,Lazio_H_1,6,6,2:0,19',1:0,Tap-in
Serie A,Federico Fazio,Cagliari Calcio_A_1,18,16,3:2,69',3:2,Header
Serie A,Ernesto Torregrossa,Udinese Calcio_H_1,15,13,2:1,81',2:1,Header
Serie A,Nehuén Paz,Atalanta BC_H_1,7,3,2:2,82',2:2,Header
Serie A,Jayden Braaf,Benevento_A_1,17,18,2:4,73',1:4,Left-footed shot
