player,team,team_position,opponent,opponent_position,goals,assists
Joshua Kimmich,FC Augsburg,13,FC Augsburg,13,1,
Giovanni Reyna,Bor. M'gladbach,8,Bor. M'gladbach,8,1,1
Giovanni Reyna,FC Augsburg,13,FC Augsburg,13,,
Giovanni Reyna,SC Freiburg,10,SC Freiburg,10,,3
Giovanni Reyna,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Giovanni Reyna,FC Schalke 04,18,FC Schalke 04,18,,
Giovanni Reyna,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Giovanni Reyna,FC Bayern,1,FC Bayern,1,,
Giovanni Reyna,Hertha BSC,14,Hertha BSC,14,,
Giovanni Reyna,1. FC Köln,16,1. FC Köln,16,,1
Giovanni Reyna,E. Frankfurt,5,E. Frankfurt,5,1,
Giovanni Reyna,VfB Stuttgart,9,VfB Stuttgart,9,1,
Giovanni Reyna,Werder Bremen,17,Werder Bremen,17,,
Giovanni Reyna,Union Berlin,7,Union Berlin,7,,
Giovanni Reyna,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Giovanni Reyna,RB Leipzig,2,RB Leipzig,2,,
Giovanni Reyna,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Giovanni Reyna,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Giovanni Reyna,FC Augsburg,13,FC Augsburg,13,,
Giovanni Reyna,SC Freiburg,10,SC Freiburg,10,,
Giovanni Reyna,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Giovanni Reyna,FC Schalke 04,18,FC Schalke 04,18,,
Giovanni Reyna,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Giovanni Reyna,Hertha BSC,14,Hertha BSC,14,,
Giovanni Reyna,1. FC Köln,16,1. FC Köln,16,,
Giovanni Reyna,E. Frankfurt,5,E. Frankfurt,5,,
Giovanni Reyna,VfB Stuttgart,9,VfB Stuttgart,9,,1
Giovanni Reyna,Werder Bremen,17,Werder Bremen,17,1,
Giovanni Reyna,Union Berlin,7,Union Berlin,7,,
Giovanni Reyna,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Giovanni Reyna,RB Leipzig,2,RB Leipzig,2,,
Giovanni Reyna,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Giovanni Reyna,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Angeliño,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Angeliño,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Angeliño,FC Schalke 04,18,FC Schalke 04,18,1,
Angeliño,FC Augsburg,13,FC Augsburg,13,1,
Angeliño,Hertha BSC,14,Hertha BSC,14,,
Angeliño,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Angeliño,SC Freiburg,10,SC Freiburg,10,1,
Angeliño,E. Frankfurt,5,E. Frankfurt,5,,1
Angeliño,Arm. Bielefeld,15,Arm. Bielefeld,15,1,
Angeliño,FC Bayern,1,FC Bayern,1,,1
Angeliño,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Angeliño,1. FC Köln,16,1. FC Köln,16,,
Angeliño,VfB Stuttgart,9,VfB Stuttgart,9,,1
Angeliño,Bor. Dortmund,3,Bor. Dortmund,3,,1
Angeliño,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Angeliño,Union Berlin,7,Union Berlin,7,,
Angeliño,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Angeliño,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Angeliño,FC Schalke 04,18,FC Schalke 04,18,,2
Angeliño,FC Augsburg,13,FC Augsburg,13,,
Angeliño,Hertha BSC,14,Hertha BSC,14,,
Angeliño,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Angeliño,1. FC Köln,16,1. FC Köln,16,,
Angeliño,VfB Stuttgart,9,VfB Stuttgart,9,,
Angeliño,Bor. Dortmund,3,Bor. Dortmund,3,,
Angeliño,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Lucas Höler,VfB Stuttgart,9,VfB Stuttgart,9,,1
Lucas Höler,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Lucas Höler,Bor. Dortmund,3,Bor. Dortmund,3,,
Lucas Höler,Werder Bremen,17,Werder Bremen,17,,1
Lucas Höler,Union Berlin,7,Union Berlin,7,,
Lucas Höler,Bay. Leverkusen,6,Bay. Leverkusen,6,1,
Lucas Höler,RB Leipzig,2,RB Leipzig,2,,
Lucas Höler,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Lucas Höler,FC Augsburg,13,FC Augsburg,13,,
Lucas Höler,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Lucas Höler,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Lucas Höler,FC Schalke 04,18,FC Schalke 04,18,,
Lucas Höler,Hertha BSC,14,Hertha BSC,14,,1
Lucas Höler,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Lucas Höler,1. FC Köln,16,1. FC Köln,16,1,
Lucas Höler,FC Bayern,1,FC Bayern,1,,
Lucas Höler,E. Frankfurt,5,E. Frankfurt,5,,
Lucas Höler,VfB Stuttgart,9,VfB Stuttgart,9,,
Lucas Höler,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Lucas Höler,Bor. Dortmund,3,Bor. Dortmund,3,,
Lucas Höler,Werder Bremen,17,Werder Bremen,17,,
Lucas Höler,Union Berlin,7,Union Berlin,7,,
Lucas Höler,Bay. Leverkusen,6,Bay. Leverkusen,6,1,1
Lucas Höler,RB Leipzig,2,RB Leipzig,2,,
Lucas Höler,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Lucas Höler,FC Augsburg,13,FC Augsburg,13,,
Lucas Höler,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Lucas Höler,FC Schalke 04,18,FC Schalke 04,18,1,
Lucas Höler,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Lucas Höler,Hertha BSC,14,Hertha BSC,14,,
Lucas Höler,1. FC Köln,16,1. FC Köln,16,,1
Lucas Höler,FC Bayern,1,FC Bayern,1,,
Lucas Höler,E. Frankfurt,5,E. Frankfurt,5,,
Daniel Didavi,SC Freiburg,10,SC Freiburg,10,,1
Daniel Didavi,1.FSV Mainz 05,12,1.FSV Mainz 05,12,1,
Daniel Didavi,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Daniel Didavi,Hertha BSC,14,Hertha BSC,14,,1
Daniel Didavi,1. FC Köln,16,1. FC Köln,16,,
Daniel Didavi,E. Frankfurt,5,E. Frankfurt,5,,
Daniel Didavi,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Daniel Didavi,Union Berlin,7,Union Berlin,7,,1
Daniel Didavi,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Daniel Didavi,FC Augsburg,13,FC Augsburg,13,1,
Daniel Didavi,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Daniel Didavi,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Daniel Didavi,SC Freiburg,10,SC Freiburg,10,,1
Daniel Didavi,Hertha BSC,14,Hertha BSC,14,,
Daniel Didavi,FC Schalke 04,18,FC Schalke 04,18,1,
Daniel Didavi,FC Bayern,1,FC Bayern,1,,
Daniel Didavi,Werder Bremen,17,Werder Bremen,17,,
Daniel Didavi,Bor. Dortmund,3,Bor. Dortmund,3,1,
Daniel Didavi,Union Berlin,7,Union Berlin,7,,
Daniel Didavi,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Daniel Didavi,FC Augsburg,13,FC Augsburg,13,,
Daniel Didavi,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Daniel Didavi,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Karim Onisiwo,RB Leipzig,2,RB Leipzig,2,,
Karim Onisiwo,VfB Stuttgart,9,VfB Stuttgart,9,,
Karim Onisiwo,Union Berlin,7,Union Berlin,7,,
Karim Onisiwo,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Karim Onisiwo,FC Augsburg,13,FC Augsburg,13,1,
Karim Onisiwo,FC Schalke 04,18,FC Schalke 04,18,,
Karim Onisiwo,SC Freiburg,10,SC Freiburg,10,,
Karim Onisiwo,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Karim Onisiwo,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Karim Onisiwo,1. FC Köln,16,1. FC Köln,16,,
Karim Onisiwo,Hertha BSC,14,Hertha BSC,14,,
Karim Onisiwo,Werder Bremen,17,Werder Bremen,17,,
Karim Onisiwo,FC Bayern,1,FC Bayern,1,,
Karim Onisiwo,E. Frankfurt,5,E. Frankfurt,5,,
Karim Onisiwo,Bor. Dortmund,3,Bor. Dortmund,3,,
Karim Onisiwo,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Karim Onisiwo,RB Leipzig,2,RB Leipzig,2,,
Karim Onisiwo,VfB Stuttgart,9,VfB Stuttgart,9,,
Karim Onisiwo,Union Berlin,7,Union Berlin,7,,1
Karim Onisiwo,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Karim Onisiwo,Bor. M'gladbach,8,Bor. M'gladbach,8,1,
Karim Onisiwo,FC Augsburg,13,FC Augsburg,13,,
Karim Onisiwo,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Karim Onisiwo,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Karim Onisiwo,1. FC Köln,16,1. FC Köln,16,1,
Karim Onisiwo,Werder Bremen,17,Werder Bremen,17,,1
Karim Onisiwo,FC Bayern,1,FC Bayern,1,,
Karim Onisiwo,Hertha BSC,14,Hertha BSC,14,,
Karim Onisiwo,E. Frankfurt,5,E. Frankfurt,5,1,
Karim Onisiwo,Bor. Dortmund,3,Bor. Dortmund,3,,
Karim Onisiwo,VfL Wolfsburg,4,VfL Wolfsburg,4,,1
Kerem Demirbay,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Kerem Demirbay,RB Leipzig,2,RB Leipzig,2,1,
Kerem Demirbay,VfB Stuttgart,9,VfB Stuttgart,9,,
Kerem Demirbay,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Kerem Demirbay,SC Freiburg,10,SC Freiburg,10,,1
Kerem Demirbay,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Kerem Demirbay,Hertha BSC,14,Hertha BSC,14,,
Kerem Demirbay,1. FC Köln,16,1. FC Köln,16,,
Kerem Demirbay,FC Bayern,1,FC Bayern,1,,
Kerem Demirbay,E. Frankfurt,5,E. Frankfurt,5,,
Kerem Demirbay,Werder Bremen,17,Werder Bremen,17,,
Kerem Demirbay,Union Berlin,7,Union Berlin,7,,
Kerem Demirbay,Bor. Dortmund,3,Bor. Dortmund,3,,
Kerem Demirbay,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Kerem Demirbay,RB Leipzig,2,RB Leipzig,2,,
Kerem Demirbay,VfB Stuttgart,9,VfB Stuttgart,9,2,
Kerem Demirbay,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Kerem Demirbay,FC Augsburg,13,FC Augsburg,13,,
Kerem Demirbay,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Kerem Demirbay,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Kerem Demirbay,Hertha BSC,14,Hertha BSC,14,,
Kerem Demirbay,FC Schalke 04,18,FC Schalke 04,18,,1
Kerem Demirbay,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Kerem Demirbay,1. FC Köln,16,1. FC Köln,16,,1
Kerem Demirbay,FC Bayern,1,FC Bayern,1,,
Kerem Demirbay,E. Frankfurt,5,E. Frankfurt,5,1,
Kerem Demirbay,Werder Bremen,17,Werder Bremen,17,,
Kerem Demirbay,Union Berlin,7,Union Berlin,7,,
Kerem Demirbay,Bor. Dortmund,3,Bor. Dortmund,3,,
Willi Orban,FC Schalke 04,18,FC Schalke 04,18,1,
Willi Orban,FC Augsburg,13,FC Augsburg,13,,
Willi Orban,Hertha BSC,14,Hertha BSC,14,,1
Willi Orban,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Willi Orban,SC Freiburg,10,SC Freiburg,10,,
Willi Orban,E. Frankfurt,5,E. Frankfurt,5,,
Willi Orban,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Willi Orban,FC Bayern,1,FC Bayern,1,,
Willi Orban,Werder Bremen,17,Werder Bremen,17,,
Willi Orban,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Willi Orban,1. FC Köln,16,1. FC Köln,16,,
Willi Orban,VfB Stuttgart,9,VfB Stuttgart,9,,
Willi Orban,Bor. Dortmund,3,Bor. Dortmund,3,,
Willi Orban,VfL Wolfsburg,4,VfL Wolfsburg,4,1,
Willi Orban,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Willi Orban,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Willi Orban,FC Schalke 04,18,FC Schalke 04,18,1,
Willi Orban,FC Augsburg,13,FC Augsburg,13,,
Willi Orban,Hertha BSC,14,Hertha BSC,14,1,
Willi Orban,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Willi Orban,E. Frankfurt,5,E. Frankfurt,5,,
Willi Orban,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Willi Orban,FC Bayern,1,FC Bayern,1,,
Willi Orban,Werder Bremen,17,Werder Bremen,17,,1
Willi Orban,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Willi Orban,VfB Stuttgart,9,VfB Stuttgart,9,,
Willi Orban,Bor. Dortmund,3,Bor. Dortmund,3,,
Willi Orban,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Willi Orban,Union Berlin,7,Union Berlin,7,,
Leonardo Bittencourt,Hertha BSC,14,Hertha BSC,14,,
Leonardo Bittencourt,FC Schalke 04,18,FC Schalke 04,18,,
Leonardo Bittencourt,Arm. Bielefeld,15,Arm. Bielefeld,15,1,
Leonardo Bittencourt,SC Freiburg,10,SC Freiburg,10,,1
Leonardo Bittencourt,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Leonardo Bittencourt,E. Frankfurt,5,E. Frankfurt,5,,
Leonardo Bittencourt,1. FC Köln,16,1. FC Köln,16,1,
Leonardo Bittencourt,FC Bayern,1,FC Bayern,1,,
Leonardo Bittencourt,VfL Wolfsburg,4,VfL Wolfsburg,4,1,
Leonardo Bittencourt,VfB Stuttgart,9,VfB Stuttgart,9,,
Leonardo Bittencourt,RB Leipzig,2,RB Leipzig,2,,
Leonardo Bittencourt,Bor. Dortmund,3,Bor. Dortmund,3,,
Leonardo Bittencourt,Union Berlin,7,Union Berlin,7,,
Leonardo Bittencourt,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Leonardo Bittencourt,Hertha BSC,14,Hertha BSC,14,1,1
Leonardo Bittencourt,FC Schalke 04,18,FC Schalke 04,18,,
Leonardo Bittencourt,SC Freiburg,10,SC Freiburg,10,,
Leonardo Bittencourt,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Leonardo Bittencourt,E. Frankfurt,5,E. Frankfurt,5,,
Leonardo Bittencourt,1. FC Köln,16,1. FC Köln,16,,
Leonardo Bittencourt,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Leonardo Bittencourt,FC Bayern,1,FC Bayern,1,,
Leonardo Bittencourt,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Leonardo Bittencourt,Bor. Dortmund,3,Bor. Dortmund,3,,
Leonardo Bittencourt,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Leonardo Bittencourt,FC Augsburg,13,FC Augsburg,13,,
Leonardo Bittencourt,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Gonzalo Castro,SC Freiburg,10,SC Freiburg,10,,
Gonzalo Castro,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,1
Gonzalo Castro,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Gonzalo Castro,Hertha BSC,14,Hertha BSC,14,1,
Gonzalo Castro,1. FC Köln,16,1. FC Köln,16,,
Gonzalo Castro,FC Schalke 04,18,FC Schalke 04,18,,
Gonzalo Castro,E. Frankfurt,5,E. Frankfurt,5,1,
Gonzalo Castro,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Gonzalo Castro,FC Bayern,1,FC Bayern,1,,
Gonzalo Castro,Werder Bremen,17,Werder Bremen,17,,
Gonzalo Castro,Union Berlin,7,Union Berlin,7,,
Gonzalo Castro,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Gonzalo Castro,RB Leipzig,2,RB Leipzig,2,,
Gonzalo Castro,FC Augsburg,13,FC Augsburg,13,1,
Gonzalo Castro,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Gonzalo Castro,SC Freiburg,10,SC Freiburg,10,,
Gonzalo Castro,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Gonzalo Castro,1. FC Köln,16,1. FC Köln,16,,
Gonzalo Castro,FC Schalke 04,18,FC Schalke 04,18,,1
Gonzalo Castro,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Gonzalo Castro,FC Bayern,1,FC Bayern,1,,
Gonzalo Castro,Werder Bremen,17,Werder Bremen,17,,
Gonzalo Castro,VfL Wolfsburg,4,VfL Wolfsburg,4,1,
Gonzalo Castro,RB Leipzig,2,RB Leipzig,2,,
Gonzalo Castro,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Gonzalo Castro,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Luka Jovic,FC Schalke 04,18,FC Schalke 04,18,2,
Luka Jovic,SC Freiburg,10,SC Freiburg,10,,
Luka Jovic,Arm. Bielefeld,15,Arm. Bielefeld,15,1,
Luka Jovic,Hertha BSC,14,Hertha BSC,14,,
Luka Jovic,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Luka Jovic,1. FC Köln,16,1. FC Köln,16,,
Luka Jovic,FC Bayern,1,FC Bayern,1,,
Luka Jovic,Werder Bremen,17,Werder Bremen,17,,
Luka Jovic,VfB Stuttgart,9,VfB Stuttgart,9,,1
Luka Jovic,RB Leipzig,2,RB Leipzig,2,,
Luka Jovic,Union Berlin,7,Union Berlin,7,,
Luka Jovic,Bor. Dortmund,3,Bor. Dortmund,3,,
Luka Jovic,VfL Wolfsburg,4,VfL Wolfsburg,4,1,
Luka Jovic,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Luka Jovic,FC Augsburg,13,FC Augsburg,13,,
Luka Jovic,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Luka Jovic,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Luka Jovic,FC Schalke 04,18,FC Schalke 04,18,,1
Bas Dost,Arm. Bielefeld,15,Arm. Bielefeld,15,,1
Bas Dost,Hertha BSC,14,Hertha BSC,14,1,
Bas Dost,TSG Hoffenheim,11,TSG Hoffenheim,11,1,1
Bas Dost,1. FC Köln,16,1. FC Köln,16,,
Bas Dost,FC Bayern,1,FC Bayern,1,,
Bas Dost,Werder Bremen,17,Werder Bremen,17,,
Bas Dost,VfB Stuttgart,9,VfB Stuttgart,9,,
Bas Dost,RB Leipzig,2,RB Leipzig,2,,
Bas Dost,Union Berlin,7,Union Berlin,7,1,
Bas Dost,Bor. Dortmund,3,Bor. Dortmund,3,,
Bas Dost,VfL Wolfsburg,4,VfL Wolfsburg,4,1,
Bas Dost,FC Augsburg,13,FC Augsburg,13,,
Philipp Lienhart,VfB Stuttgart,9,VfB Stuttgart,9,,
Philipp Lienhart,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Philipp Lienhart,Bor. Dortmund,3,Bor. Dortmund,3,,
Philipp Lienhart,Werder Bremen,17,Werder Bremen,17,1,
Philipp Lienhart,Union Berlin,7,Union Berlin,7,,
Philipp Lienhart,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Philipp Lienhart,RB Leipzig,2,RB Leipzig,2,,
Philipp Lienhart,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Philipp Lienhart,FC Augsburg,13,FC Augsburg,13,,
Philipp Lienhart,Bor. M'gladbach,8,Bor. M'gladbach,8,1,
Philipp Lienhart,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Philipp Lienhart,FC Schalke 04,18,FC Schalke 04,18,,
Philipp Lienhart,Hertha BSC,14,Hertha BSC,14,,
Philipp Lienhart,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Philipp Lienhart,1. FC Köln,16,1. FC Köln,16,1,
Philipp Lienhart,FC Bayern,1,FC Bayern,1,,
Philipp Lienhart,E. Frankfurt,5,E. Frankfurt,5,,
Philipp Lienhart,VfB Stuttgart,9,VfB Stuttgart,9,,
Philipp Lienhart,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Philipp Lienhart,Bor. Dortmund,3,Bor. Dortmund,3,,
Philipp Lienhart,Werder Bremen,17,Werder Bremen,17,,
Philipp Lienhart,Union Berlin,7,Union Berlin,7,,
Philipp Lienhart,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Philipp Lienhart,RB Leipzig,2,RB Leipzig,2,,
Philipp Lienhart,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Philipp Lienhart,FC Augsburg,13,FC Augsburg,13,1,
Philipp Lienhart,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Philipp Lienhart,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Philipp Lienhart,FC Schalke 04,18,FC Schalke 04,18,,
Philipp Lienhart,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Philipp Lienhart,Hertha BSC,14,Hertha BSC,14,,
Philipp Lienhart,1. FC Köln,16,1. FC Köln,16,,
Philipp Lienhart,FC Bayern,1,FC Bayern,1,,
Philipp Lienhart,E. Frankfurt,5,E. Frankfurt,5,,
Woo-yeong Jeong,VfB Stuttgart,9,VfB Stuttgart,9,,
Woo-yeong Jeong,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Woo-yeong Jeong,Bor. Dortmund,3,Bor. Dortmund,3,,
Woo-yeong Jeong,Werder Bremen,17,Werder Bremen,17,,
Woo-yeong Jeong,Union Berlin,7,Union Berlin,7,,
Woo-yeong Jeong,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Woo-yeong Jeong,RB Leipzig,2,RB Leipzig,2,,
Woo-yeong Jeong,Arm. Bielefeld,15,Arm. Bielefeld,15,1,
Woo-yeong Jeong,FC Schalke 04,18,FC Schalke 04,18,,
Woo-yeong Jeong,Hertha BSC,14,Hertha BSC,14,,
Woo-yeong Jeong,1. FC Köln,16,1. FC Köln,16,,
Woo-yeong Jeong,E. Frankfurt,5,E. Frankfurt,5,,
Woo-yeong Jeong,VfB Stuttgart,9,VfB Stuttgart,9,1,
Woo-yeong Jeong,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Woo-yeong Jeong,Bor. Dortmund,3,Bor. Dortmund,3,1,
Woo-yeong Jeong,Werder Bremen,17,Werder Bremen,17,,
Woo-yeong Jeong,Union Berlin,7,Union Berlin,7,,
Woo-yeong Jeong,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Woo-yeong Jeong,RB Leipzig,2,RB Leipzig,2,,
Woo-yeong Jeong,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Woo-yeong Jeong,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Woo-yeong Jeong,FC Schalke 04,18,FC Schalke 04,18,,
Woo-yeong Jeong,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Woo-yeong Jeong,Hertha BSC,14,Hertha BSC,14,,
Woo-yeong Jeong,FC Bayern,1,FC Bayern,1,,
Woo-yeong Jeong,E. Frankfurt,5,E. Frankfurt,5,1,
Ramy Bensebaini,Bor. Dortmund,3,Bor. Dortmund,3,,
Ramy Bensebaini,Union Berlin,7,Union Berlin,7,,
Ramy Bensebaini,1. FC Köln,16,1. FC Köln,16,,
Ramy Bensebaini,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Ramy Bensebaini,RB Leipzig,2,RB Leipzig,2,,
Ramy Bensebaini,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Ramy Bensebaini,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Ramy Bensebaini,FC Bayern,1,FC Bayern,1,,
Ramy Bensebaini,VfB Stuttgart,9,VfB Stuttgart,9,,
Ramy Bensebaini,Werder Bremen,17,Werder Bremen,17,,
Ramy Bensebaini,Bor. Dortmund,3,Bor. Dortmund,3,1,
Ramy Bensebaini,Union Berlin,7,Union Berlin,7,,
Ramy Bensebaini,1. FC Köln,16,1. FC Köln,16,,
Ramy Bensebaini,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Ramy Bensebaini,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Ramy Bensebaini,RB Leipzig,2,RB Leipzig,2,,
Ramy Bensebaini,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Ramy Bensebaini,FC Schalke 04,18,FC Schalke 04,18,,
Ramy Bensebaini,Hertha BSC,14,Hertha BSC,14,,
Ramy Bensebaini,E. Frankfurt,5,E. Frankfurt,5,1,
Ramy Bensebaini,TSG Hoffenheim,11,TSG Hoffenheim,11,,
Ramy Bensebaini,Arm. Bielefeld,15,Arm. Bielefeld,15,1,
Ramy Bensebaini,FC Bayern,1,FC Bayern,1,,
Ramy Bensebaini,VfB Stuttgart,9,VfB Stuttgart,9,,
Ramy Bensebaini,Werder Bremen,17,Werder Bremen,17,1,
Munas Dabbur,1. FC Köln,16,1. FC Köln,16,,
Munas Dabbur,FC Bayern,1,FC Bayern,1,1,
Munas Dabbur,E. Frankfurt,5,E. Frankfurt,5,,
Munas Dabbur,Bor. Dortmund,3,Bor. Dortmund,3,,
Munas Dabbur,Werder Bremen,17,Werder Bremen,17,,
Munas Dabbur,Union Berlin,7,Union Berlin,7,1,
Munas Dabbur,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Munas Dabbur,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Munas Dabbur,RB Leipzig,2,RB Leipzig,2,,
Munas Dabbur,Bor. M'gladbach,8,Bor. M'gladbach,8,,
Munas Dabbur,SC Freiburg,10,SC Freiburg,10,,
Munas Dabbur,Arm. Bielefeld,15,Arm. Bielefeld,15,,
Munas Dabbur,Hertha BSC,14,Hertha BSC,14,,
Munas Dabbur,1. FC Köln,16,1. FC Köln,16,,
Munas Dabbur,FC Bayern,1,FC Bayern,1,,
Munas Dabbur,E. Frankfurt,5,E. Frankfurt,5,,
Munas Dabbur,Bor. Dortmund,3,Bor. Dortmund,3,1,
Munas Dabbur,Werder Bremen,17,Werder Bremen,17,1,
Munas Dabbur,Union Berlin,7,Union Berlin,7,,
Munas Dabbur,VfL Wolfsburg,4,VfL Wolfsburg,4,,
Munas Dabbur,VfB Stuttgart,9,VfB Stuttgart,9,,
Munas Dabbur,1.FSV Mainz 05,12,1.FSV Mainz 05,12,,
Marcus Ingvartsen,FC Augsburg,13,FC Augsburg,13,,
Marcus Ingvartsen,Bor. M'gladbach,8,Bor. M'gladbach,8,,1
Marcus Ingvartsen,1.FSV Mainz 05,12,1.FSV Mainz 05,12,1,
Marcus Ingvartsen,FC Schalke 04,18,FC Schalke 04,18,,
Marcus Ingvartsen,SC Freiburg,10,SC Freiburg,10,,
Marcus Ingvartsen,1. FC Köln,16,1. FC Köln,16,,1
Marcus Ingvartsen,E. Frankfurt,5,E. Frankfurt,5,,1
Marcus Ingvartsen,Hertha BSC,14,Hertha BSC,14,,1
Marcus Ingvartsen,FC Bayern,1,FC Bayern,1,,
Marcus Ingvartsen,Werder Bremen,17,Werder Bremen,17,,
Marcus Ingvartsen,VfL Wolfsburg,4,VfL Wolfsburg,4,,1
Marcus Ingvartsen,Bay. Leverkusen,6,Bay. Leverkusen,6,,
Marcus Ingvartsen,RB Leipzig,2,RB Leipzig,2,,
Marcus Ingvartsen,FC Augsburg,13,FC Augsburg,13,1,
